Id,SalePrice
1461,123333.78670302598
1462,157711.36985211656
1463,192957.18718576635
1464,200383.36234510035
1465,193910.59370412017
1466,171633.0068434457
1467,179093.37348061244
1468,162799.0272783138
1469,193192.4495723796
1470,120975.79333682852
1471,190521.8121162866
1472,98035.71583996461
1473,98246.59646817313
1474,139728.00982120738
1475,110009.86084060793
1476,362481.68261741847
1477,248940.94429815965
1478,293612.84391290735
1479,285514.9925153439
1480,483662.04909443454
1481,323027.70001952205
1482,206348.30608253018
1483,184479.4500012696
1484,162224.15816301075
1485,182940.8285383692
1486,194509.73393470937
1487,334639.52409856935
1488,235158.53882649698
1489,199460.53721820298
1490,238597.92095588183
1491,197578.33321256094
1492,93392.9857709706
1493,195621.62641937926
1494,295954.8881183216
1495,286211.93575409916
1496,238886.3720584936
1497,185727.13294517616
1498,168909.9362682338
1499,165361.2715079209
1500,159883.5390980702
1501,171873.02670604808
1502,137000.3633924154
1503,296197.4565106318
1504,234147.39640098377
1505,225789.33914555155
1506,182346.89360528198
1507,257968.52339596825
1508,209242.86929225764
1509,158225.8633710243
1510,142120.87044080763
1511,149033.64715796447
1512,172257.89641151603
1513,153734.50948097525
1514,150954.2857257502
1515,192816.46187832367
1516,152546.56719309176
1517,174376.9065466588
1518,130777.39344847955
1519,214704.88417933503
1520,130355.65835334628
1521,133730.56930211632
1522,173260.56919687203
1523,113429.42852592832
1524,123967.67621916908
1525,122485.25620876343
1526,114888.48998014115
1527,103845.40581029477
1528,137390.16731920693
1529,147305.85891538844
1530,179898.1278729438
1531,109943.73256488288
1532,93689.87221336199
1533,148310.12963735097
1534,121589.44561373659
1535,149814.1320475334
1536,109727.54982799523
1537,60930.527503381636
1538,151566.32904130043
1539,181902.69118585248
1540,101651.65758726398
1541,136878.5713591435
1542,140979.35043339155
1543,180626.5188173315
1544,83873.85533250668
1545,113779.85521045388
1546,129331.67827408029
1547,130977.79782609885
1548,134648.85086547304
1549,116281.07776261236
1550,130085.37682085807
1551,107646.70812275505
1552,138416.9418260692
1553,142582.6161465285
1554,119744.26897959842
1555,170296.56408980812
1556,89228.1536526056
1557,104770.16973500742
1558,94665.29482160386
1559,67715.98236557703
1560,131719.01017132442
1561,123835.38798838676
1562,133231.11234687205
1563,122577.76445026777
1564,164180.9343561108
1565,152803.25860544288
1566,252546.03849273105
1567,74810.67112529336
1568,244918.63069604352
1569,131909.79272082492
1570,141108.1033618762
1571,117447.32977695848
1572,146283.4201200753
1573,258078.16870133902
1574,127741.3659180009
1575,234527.9486690419
1576,241937.45545464254
1577,177021.14281820494
1578,141762.50501738113
1579,153068.94843902104
1580,192975.7192410304
1581,157172.94640957654
1582,126325.28413176794
1583,287735.550171316
1584,218624.49068346858
1585,138266.10960182463
1586,66818.79620380526
1587,101335.96333151624
1588,158196.46496301316
1589,95407.52932181105
1590,136555.37625082387
1591,94491.08394655985
1592,111833.18580692969
1593,118413.22398723497
1594,143402.50910551863
1595,104766.94715254498
1596,222140.65721061456
1597,195572.4882411336
1598,215374.76012124165
1599,165720.2311883854
1600,155944.82017767115
1601,73099.33502144615
1602,117186.50217997025
1603,73958.2179760636
1604,253010.63031382603
1605,234665.47230687062
1606,167201.38750959994
1607,171276.5920119098
1608,208182.38014351617
1609,186230.0034712747
1610,153593.8373356977
1611,135222.8755975123
1612,179701.78632354696
1613,172666.86670012394
1614,124281.06223408256
1615,88758.58413169667
1616,75912.91856548042
1617,92977.46777951176
1618,126053.92798864374
1619,144335.17866607997
1620,164918.09944752583
1621,144861.7471428873
1622,139876.0247451103
1623,258327.40580202788
1624,219103.68690838444
1625,119729.68260294752
1626,163569.8249373022
1627,196211.37412821138
1628,281938.15588618064
1629,177007.8963793812
1630,351154.53007012187
1631,228418.01285811095
1632,239462.54751717995
1633,163980.29064101935
1634,186013.22408824816
1635,173218.29803603108
1636,154539.12473121227
1637,201572.1121629878
1638,189890.19720858836
1639,181937.1568626073
1640,252493.39180514932
1641,180594.79864233104
1642,245857.27776987434
1643,223659.586655269
1644,232820.27833102428
1645,213812.6812878841
1646,161665.65826424106
1647,157025.90797760544
1648,127314.05982413425
1649,140127.53343994272
1650,116128.64390558966
1651,122237.08484077275
1652,96145.70248010107
1653,100059.47867883669
1654,137882.9524247263
1655,133208.49041056458
1656,137256.34363637236
1657,142838.58985327487
1658,139062.22765172174
1659,119383.86956051757
1660,157332.30848314153
1661,450672.66205846117
1662,404839.0393103008
1663,380533.36019055295
1664,498116.08025820856
1665,303730.1701549301
1666,336351.4866952926
1667,401162.34344168636
1668,339812.3576894218
1669,306309.9077903244
1670,338710.71029878216
1671,262658.53336333705
1672,402822.3517187164
