Id,SalePrice
1461,131700.0
1462,198150.0
1463,161645.0
1464,198308.2
1465,205450.0
1466,190115.0
1467,173220.0
1468,186000.0
1469,201440.0
1470,119950.0
1471,223016.5
1472,93245.0
1473,116950.0
1474,143090.0
1475,157480.0
1476,474545.0
1477,321883.4
1478,313250.7
1479,274971.3
1480,389580.1
1481,290670.4
1482,213800.0
1483,189550.0
1484,190210.78571428574
1485,227808.6
1486,183560.0
1487,268373.0
1488,207490.0
1489,205766.1
1490,175618.2
1491,213500.0
1492,103400.0
1493,205490.0
1494,310679.3
1495,274750.0
1496,192626.5
1497,148635.2
1498,167835.2
1499,147080.0
1500,144141.66666666666
1501,175975.0
1502,151640.0
1503,328845.5
1504,240726.1
1505,191750.0
1506,191660.0
1507,222600.0
1508,190087.0
1509,153740.0
1510,137000.0
1511,148700.0
1512,138850.0
1513,186550.0
1514,142990.0
1515,140980.0
1516,128390.0
1517,158405.0
1518,143600.0
1519,198600.0
1520,141200.0
1521,151150.0
1522,155200.0
1523,126575.8
1524,125900.0
1525,121340.0
1526,146900.0
1527,57080.0
1528,133100.0
1529,140905.0
1530,169437.5
1531,96547.6
1532,93628.0
1533,120700.0
1534,135500.0
1535,136750.0
1536,117200.0
1537,76000.0
1538,233390.0
1539,235100.0
1540,110290.0
1541,157300.0
1542,108458.4
1543,171435.0
1544,82430.0
1545,135560.0
1546,131900.0
1547,125450.0
1548,136000.0
1549,127900.0
1550,120280.0
1551,106300.0
1552,87570.0
1553,183500.0
1554,119200.8
1555,156445.0
1556,108590.0
1557,124900.0
1558,135170.0
1559,99257.6
1560,115748.0
1561,121580.0
1562,120538.3
1563,131786.0
1564,131216.0
1565,161600.0
1566,193000.0
1567,88300.0
1568,193778.5
1569,86180.0
1570,171440.0
1571,105890.0
1572,115060.0
1573,207203.0
1574,129500.0
1575,207450.0
1576,180270.0
1577,206273.9
1578,138560.0
1579,140600.0
1580,220580.0
1581,159150.0
1582,124350.0
1583,276732.4
1584,257150.0
1585,143130.0
1586,66271.1
1587,139520.0
1588,151750.0
1589,103330.0
1590,140950.0
1591,105477.5
1592,97786.0
1593,116550.0
1594,134550.0
1595,162600.0
1596,176650.0
1597,151850.0
1598,217040.0
1599,194600.0
1600,196400.0
1601,64781.1
1602,110550.0
1603,100960.4
1604,239000.0
1605,275700.0
1606,176760.0
1607,213770.0
1608,191182.2
1609,198315.4
1610,166000.0
1611,173859.0
1612,170250.0
1613,174400.0
1614,104550.0
1615,89650.0
1616,84050.0
1617,84300.0
1618,114650.0
1619,142800.0
1620,133844.33333333334
1621,160950.0
1622,140190.5
1623,269150.0
1624,221280.0
1625,145350.0
1626,171450.0
1627,192490.0
1628,302930.0
1629,183200.0
1630,247097.0
