Id,SalePrice
1461,120025.8
1462,160900.0
1463,178540.0
1464,181190.0
1465,195850.0
1466,185265.0
1467,163230.0
1468,172879.0
1469,177099.0
1470,119050.0
1471,191715.0
1472,94306.66666666666
1473,98900.0
1474,151000.0
1475,137250.0
1476,452808.9
1477,265595.2
1478,334228.8
1479,278532.6
1480,425500.0
1481,299640.0
1482,211665.6
1483,177230.9
1484,166713.2
1485,202360.1
1486,193300.0
1487,322264.3
1488,257170.0
1489,191048.5
1490,178229.0
1491,198500.0
1492,100650.0
1493,175168.5
1494,283729.3
1495,287260.0
1496,202049.0
1497,152469.0
1498,149630.4
1499,152395.0
1500,151318.9
1501,176060.0
1502,140270.0
1503,252987.8
1504,229400.0
1505,219850.0
1506,169815.0
1507,216800.0
1508,203964.0
1509,168325.0
1510,140395.0
1511,147560.0
1512,147945.0
1513,163665.0
1514,139188.7
1515,166980.0
1516,146600.0
1517,150625.0
1518,136500.0
1519,202640.0
1520,138200.0
1521,142220.0
1522,154140.0
1523,122275.0
1524,127441.8
1525,115825.0
1526,126390.0
1527,75050.0
1528,126100.0
1529,133740.0
1530,161920.0
1531,112040.0
1532,99155.0
1533,117567.5
1534,119090.0
1535,134100.0
1536,108500.0
1537,73900.0
1538,229760.0
1539,229540.0
1540,130560.0
1541,166150.0
1542,130540.0
1543,228960.0
1544,69010.0
1545,122700.0
1546,125640.0
1547,105035.8
1548,127710.0
1549,109770.0
1550,139513.4
1551,112498.0
1552,106480.0
1553,151590.0
1554,118945.8
1555,151620.0
1556,120390.0
1557,140855.0
1558,118690.0
1559,116770.0
1560,130490.0
1561,160850.0
1562,103228.3
1563,125000.0
1564,160931.1
1565,147240.0
1566,203790.0
1567,89180.0
1568,196500.0
1569,149763.2
1570,125805.0
1571,110650.0
1572,120000.0
1573,231283.5
1574,147750.0
1575,164160.0
1576,210450.0
1577,200930.0
1578,128997.5
1579,125550.0
1580,196275.0
1581,142280.0
1582,125170.0
1583,279220.0
1584,241190.0
1585,140827.7777777778
1586,74051.1
1587,121740.0
1588,149475.0
1589,108200.0
1590,132516.66666666666
1591,104980.0
1592,110338.0
1593,113280.0
1594,172750.0
1595,151020.0
1596,220800.0
1597,179507.0
1598,242356.5
1599,176990.0
1600,179190.0
1601,59211.1
1602,105940.0
1603,79600.0
1604,266256.1
1605,240690.0
1606,173240.0
1607,190920.0
1608,185632.5
1609,202482.6
1610,172290.0
1611,162670.0
1612,158190.0
1613,174940.0
1614,90575.0
1615,88450.0
1616,85200.0
1617,83400.0
1618,113890.0
1619,125375.0
1620,160576.4
1621,163530.0
1622,136040.5
1623,227600.0
1624,211995.0
1625,122600.0
1626,174500.0
1627,172900.0
1628,282480.0
1629,190430.0
1630,284037.8
1631,231000.0
1632,287300.0
1633,183780.0
1634,179790.0
1635,177750.0
1636,160970.0
1637,181040.5
1638,230500.0
1639,169875.0
1640,265328.0
1641,172700.0
1642,213150.0
1643,229400.0
1644,225556.1
1645,165200.0
1646,155450.0
1647,164890.0
1648,145367.4
1649,142550.0
1650,121750.0
1651,117305.0
1652,95600.0
1653,101341.66666666666
1654,153950.0
1655,138830.0
1656,152150.0
1657,151750.0
1658,148200.0
1659,136400.0
1660,150545.0
1661,428556.9
1662,458133.3
1663,384437.6
1664,402359.3
1665,359688.2
1666,262211.9
1667,403078.9
1668,343030.2
1669,292463.2
1670,335442.4
1671,211350.0
1672,384394.4
1673,297842.6
1674,251840.0
